id,generation,name,set_num,supertype,legalities
sm11-90,Seventh,Elgyem,90,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-91,Seventh,Beheeyem,91,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-92,Seventh,Honedge,92,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-93,Seventh,Honedge,93,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-94,Seventh,Doublade,94,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-95,Seventh,Aegislash,95,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-96,Seventh,Mareanie,96,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-97,Seventh,Toxapex,97,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-98,Seventh,Salandit,98,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-99,Seventh,Salazzle,99,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-100,Seventh,Cosmog,100,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-101,Seventh,Necrozma,101,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-102,Seventh,Poipole,102,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-103,Seventh,Onix,103,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-104,Seventh,Steelix,104,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-105,Seventh,Cubone,105,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-106,Seventh,Aerodactyl-GX,106,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-107,Seventh,Heracross,107,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-108,Seventh,Breloom,108,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-109,Seventh,Meditite,109,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-110,Seventh,Medicham,110,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-111,Seventh,Relicanth,111,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-112,Seventh,Gible,112,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-113,Seventh,Gabite,113,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-114,Seventh,Garchomp,114,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-115,Seventh,Riolu,115,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-116,Seventh,Riolu,116,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-117,Seventh,Lucario,117,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-118,Seventh,Drilbur,118,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-119,Seventh,Excadrill,119,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-120,Seventh,Archen,120,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-121,Seventh,Archeops,121,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-122,Seventh,Terrakion,122,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-123,Seventh,Meloetta,123,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-124,Seventh,Zygarde,124,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-125,Seventh,Umbreon & Darkrai-GX,125,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-126,Seventh,Mega Sableye & Tyranitar-GX,126,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-127,Seventh,Alolan Grimer,127,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-128,Seventh,Murkrow,128,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-129,Seventh,Murkrow,129,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-130,Seventh,Honchkrow,130,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-131,Seventh,Sneasel,131,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-132,Seventh,Weavile-GX,132,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-133,Seventh,Sableye,133,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-134,Seventh,Drapion,134,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-135,Seventh,Purrloin,135,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-136,Seventh,Liepard,136,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-137,Seventh,Scraggy,137,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-138,Seventh,Scrafty,138,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-139,Seventh,Yveltal,139,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-140,Seventh,Hoopa,140,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-141,Seventh,Mawile-GX,141,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-142,Seventh,Escavalier,142,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-143,Seventh,Cottonee,143,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-144,Seventh,Whimsicott,144,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-145,Seventh,Dedenne,145,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-146,Seventh,Garchomp & Giratina-GX,146,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-147,Seventh,Dratini,147,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-148,Seventh,Dratini,148,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-149,Seventh,Dragonair,149,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-150,Seventh,Dragonair,150,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-151,Seventh,Dragonite,151,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-152,Seventh,Dragonite-GX,152,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-153,Seventh,Latias,153,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-154,Seventh,Axew,154,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-155,Seventh,Fraxure,155,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-156,Seventh,Haxorus,156,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-157,Seventh,Druddigon,157,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-158,Seventh,Noibat,158,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-159,Seventh,Noivern,159,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-160,Seventh,Naganadel-GX,160,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-161,Seventh,Lickitung,161,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-162,Seventh,Lickilicky,162,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-163,Seventh,Kangaskhan,163,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-164,Seventh,Tauros,164,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-165,Seventh,Hoothoot,165,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-166,Seventh,Noctowl,166,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-167,Seventh,Slakoth,167,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-168,Seventh,Slakoth,168,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-169,Seventh,Vigoroth,169,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-170,Seventh,Slaking,170,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-171,Seventh,Bidoof,171,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-172,Seventh,Bibarel,172,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-173,Seventh,Munchlax,173,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-174,Seventh,Pidove,174,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-175,Seventh,Tranquill,175,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-176,Seventh,Unfezant,176,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-177,Seventh,Audino,177,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-178,Seventh,Tornadus,178,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-179,Seventh,Fletchling,179,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-180,Seventh,Yungoos,180,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-181,Seventh,Gumshoos,181,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-182,Seventh,Oranguru,182,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-183,Seventh,Type: Null,183,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-184,Seventh,Silvally,184,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-185,Seventh,Komala,185,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-186,Seventh,Blaine's Quiz Show,186,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-187,Seventh,Blizzard Town,187,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-188,Seventh,Blue's Tactics,188,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-189,Seventh,Bug Catcher,189,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sm11-190,Seventh,Channeler,190,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-191,Seventh,Cherish Ball,191,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-192,Seventh,Coach Trainer,192,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-193,Seventh,Dark City,193,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-194,Seventh,Ear-Ringing Bell,194,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-195,Seventh,Flyinium Z: Air Slash,195,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-196,Seventh,Giant Bomb,196,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-197,Seventh,Giant Hearth,197,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-198,Seventh,Great Potion,198,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-199,Seventh,Grimsley,199,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-200,Seventh,Hapu,200,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-201,Seventh,Karate Belt,201,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-202,Seventh,Misty's Favor,202,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-203,Seventh,Normalium Z: Tackle,203,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-204,Seventh,PokÃ© Maniac,204,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-205,Seventh,PokÃ©mon Research Lab,205,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-206,Seventh,Reset Stamp,206,Trainer,"{'unlimited': 'Legal', 'expanded': 'Banned'}"
sm11-207,Seventh,Slumbering Forest,207,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-208,Seventh,Stadium Nav,208,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-209,Seventh,Tag Switch,209,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-210,Seventh,Unidentified Fossil,210,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
sm11-211,Seventh,U-Turn Board,211,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-212,Seventh,Recycle Energy,212,Energy,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-213,Seventh,Weakness Guard Energy,213,Energy,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-214,Seventh,Rowlet & Alolan Exeggutor-GX,214,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-215,Seventh,Rowlet & Alolan Exeggutor-GX,215,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-216,Seventh,Heatran-GX,216,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-217,Seventh,Slowpoke & Psyduck-GX,217,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-218,Seventh,Slowpoke & Psyduck-GX,218,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-219,Seventh,Keldeo-GX,219,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-220,Seventh,Raichu & Alolan Raichu-GX,220,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-221,Seventh,Raichu & Alolan Raichu-GX,221,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-222,Seventh,Mewtwo & Mew-GX,222,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-223,Seventh,Latios-GX,223,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-224,Seventh,Aerodactyl-GX,224,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-225,Seventh,Mega Sableye & Tyranitar-GX,225,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-226,Seventh,Mega Sableye & Tyranitar-GX,226,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-227,Seventh,Mawile-GX,227,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-228,Seventh,Garchomp & Giratina-GX,228,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-229,Seventh,Dragonite-GX,229,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-230,Seventh,Naganadel-GX,230,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-231,Seventh,Blue's Tactics,231,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-232,Seventh,Channeler,232,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-233,Seventh,Coach Trainer,233,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-234,Seventh,Grimsley,234,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-235,Seventh,Misty's Favor,235,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-236,Seventh,PokÃ© Maniac,236,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-237,Seventh,Rowlet & Alolan Exeggutor-GX,237,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-238,Seventh,Heatran-GX,238,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-239,Seventh,Slowpoke & Psyduck-GX,239,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-240,Seventh,Keldeo-GX,240,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-241,Seventh,Raichu & Alolan Raichu-GX,241,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-242,Seventh,Mewtwo & Mew-GX,242,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-243,Seventh,Latios-GX,243,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-244,Seventh,Aerodactyl-GX,244,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-245,Seventh,Mega Sableye & Tyranitar-GX,245,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-246,Seventh,Mawile-GX,246,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-247,Seventh,Garchomp & Giratina-GX,247,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-248,Seventh,Dragonite-GX,248,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-249,Seventh,Naganadel-GX,249,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-250,Seventh,Cherish Ball,250,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-251,Seventh,Giant Bomb,251,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-252,Seventh,Karate Belt,252,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-253,Seventh,Reset Stamp,253,Trainer,"{'unlimited': 'Legal', 'expanded': 'Banned'}"
sm11-254,Seventh,Tag Switch,254,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-255,Seventh,U-Turn Board,255,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-256,Seventh,Viridian Forest,256,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-257,Seventh,Recycle Energy,257,Energy,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-258,Seventh,Weakness Guard Energy,258,Energy,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-191a,Seventh,Cherish Ball,191a,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm11-206a,Seventh,Reset Stamp,206a,Trainer,"{'unlimited': 'Legal', 'expanded': 'Banned'}"
sm11-79a,Seventh,Jirachi-GX,79a,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-1,Seventh,Caterpie,1,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-2,Seventh,Metapod,2,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-3,Seventh,Butterfree,3,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-4,Seventh,Paras,4,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-5,Seventh,Scyther,5,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-6,Seventh,Pinsir-GX,6,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-7,Seventh,Charmander,7,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-8,Seventh,Charmeleon,8,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-9,Seventh,Charizard-GX,9,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-10,Seventh,Magmar,10,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-11,Seventh,Psyduck,11,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-12,Seventh,Slowpoke,12,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-13,Seventh,Staryu,13,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-14,Seventh,Starmie-GX,14,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-15,Seventh,Magikarp,15,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-16,Seventh,Gyarados-GX,16,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-17,Seventh,Lapras,17,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-18,Seventh,Vaporeon,18,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-19,Seventh,Pikachu,19,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-20,Seventh,Raichu-GX,20,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-21,Seventh,Voltorb,21,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-22,Seventh,Electrode,22,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-23,Seventh,Jolteon,23,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-24,Seventh,Zapdos,24,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-25,Seventh,Ekans,25,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-26,Seventh,Ekans,26,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-27,Seventh,Arbok,27,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-28,Seventh,Koffing,28,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-29,Seventh,Weezing,29,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-30,Seventh,Jynx,30,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-31,Seventh,Mewtwo-GX,31,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-32,Seventh,Mew,32,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-33,Seventh,Geodude,33,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-34,Seventh,Graveler,34,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-35,Seventh,Golem,35,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-36,Seventh,Onix-GX,36,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-37,Seventh,Cubone,37,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-38,Seventh,Clefairy,38,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-39,Seventh,Clefairy,39,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-40,Seventh,Clefable,40,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-41,Seventh,Jigglypuff,41,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-42,Seventh,Wigglytuff-GX,42,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-43,Seventh,Mr. Mime,43,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-44,Seventh,Moltres & Zapdos & Articuno-GX,44,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-45,Seventh,Farfetch'd,45,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-46,Seventh,Chansey,46,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-47,Seventh,Kangaskhan,47,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-48,Seventh,Eevee,48,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-49,Seventh,Eevee,49,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-50,Seventh,Snorlax,50,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-51,Seventh,Bill's Analysis,51,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-52,Seventh,Blaine's Last Stand,52,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-53,Seventh,Brock's Grit,53,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-54,Seventh,Brock's Pewter City Gym,54,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-55,Seventh,Brock's Training,55,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-56,Seventh,Erika's Hospitality,56,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-57,Seventh,Giovanni's Exile,57,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-58,Seventh,Jessie & James,58,Trainer,"{'unlimited': 'Legal', 'expanded': 'Banned'}"
sm115-59,Seventh,Koga's Trap,59,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-60,Seventh,Lt. Surge's Strategy,60,Trainer,"{'unlimited': 'Legal', 'expanded': 'Banned'}"
sm115-61,Seventh,Misty's Cerulean City Gym,61,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-62,Seventh,Misty's Determination,62,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-63,Seventh,Misty's Water Command,63,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-64,Seventh,PokÃ©mon Center Lady,64,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-65,Seventh,Sabrina's Suggestion,65,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-66,Seventh,Moltres & Zapdos & Articuno-GX,66,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-67,Seventh,Giovanni's Exile,67,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sm115-68,Seventh,Jessie & James,68,Trainer,"{'unlimited': 'Legal', 'expanded': 'Banned'}"
sm115-69,Seventh,Moltres & Zapdos & Articuno-GX,69,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sma-SV1,Seventh,Scyther,SV1,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sma-SV10,Seventh,Quagsire,SV10,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sma-SV11,Seventh,Froakie,SV11,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sma-SV12,Seventh,Frogadier,SV12,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sma-SV13,Seventh,Voltorb,SV13,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sma-SV14,Seventh,Xurkitree,SV14,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sma-SV15,Seventh,Seviper,SV15,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sma-SV16,Seventh,Shuppet,SV16,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
sma-SV17,Seventh,Inkay,SV17,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
